GeoName,Year,DataValue,Unit,Multiplier
"Boone, IA",2005,32957,Dollars,0
"Boone, IA",2006,35629,Dollars,0
"Boone, IA",2007,37167,Dollars,0
"Boone, IA",2008,38443,Dollars,0
"Boone, IA",2009,39335,Dollars,0
"Boone, IA",2010,39253,Dollars,0
"Boone, IA",2011,42313,Dollars,0
"Boone, IA",2012,43106,Dollars,0
"Bremer, IA",2004,30705,Dollars,0
"Bremer, IA",2005,31563,Dollars,0
"Bremer, IA",2006,32752,Dollars,0
"Bremer, IA",2007,35010,Dollars,0
"Bremer, IA",2008,37020,Dollars,0
"Bremer, IA",2009,36678,Dollars,0
"Bremer, IA",2010,38419,Dollars,0
"Bremer, IA",2011,41578,Dollars,0
"Bremer, IA",2012,43263,Dollars,0
"Bremer, IA",2013,42939,Dollars,0
"Bremer, IA",2014,43379,Dollars,0
"Bremer, IA",2015,44453,Dollars,0
"Buchanan, IA",2013,44010,Dollars,0
"Buchanan, IA",2014,43365,Dollars,0
"Buchanan, IA",2015,44419,Dollars,0
"Buchanan, IA",2004,27963,Dollars,0
"Buchanan, IA",2005,29180,Dollars,0
"Buchanan, IA",2006,30419,Dollars,0
"Buchanan, IA",2007,32930,Dollars,0
"Buchanan, IA",2008,34371,Dollars,0
"Buchanan, IA",2009,35624,Dollars,0
"Buchanan, IA",2010,37101,Dollars,0
"Buchanan, IA",2011,41794,Dollars,0
"Buchanan, IA",2012,41843,Dollars,0
"Buena Vista, IA",2004,28723,Dollars,0
"Buena Vista, IA",2005,28486,Dollars,0
"Buena Vista, IA",2006,29467,Dollars,0
"Buena Vista, IA",2007,32192,Dollars,0
"Buena Vista, IA",2008,36441,Dollars,0
"Buena Vista, IA",2009,34675,Dollars,0
"Buena Vista, IA",2010,37140,Dollars,0
"Buena Vista, IA",2011,41676,Dollars,0
"Buena Vista, IA",2012,43137,Dollars,0
"Buena Vista, IA",2013,43341,Dollars,0
"Buena Vista, IA",2014,43196,Dollars,0
"Buena Vista, IA",2015,43201,Dollars,0
"Butler, IA",2004,30270,Dollars,0
"Butler, IA",2005,30652,Dollars,0
"Butler, IA",2006,31555,Dollars,0
"Butler, IA",2007,34837,Dollars,0
"Butler, IA",2008,35586,Dollars,0
"Butler, IA",2009,36132,Dollars,0
"Butler, IA",2010,37912,Dollars,0
"Butler, IA",2011,43712,Dollars,0
"Butler, IA",2012,42385,Dollars,0
"Butler, IA",2013,42714,Dollars,0
"Butler, IA",2014,40434,Dollars,0
"Butler, IA",2015,40886,Dollars,0
"Calhoun, IA",2004,30818,Dollars,0
"Calhoun, IA",2005,31568,Dollars,0
"Calhoun, IA",2006,32521,Dollars,0
"Calhoun, IA",2007,37101,Dollars,0
"Calhoun, IA",2008,41674,Dollars,0
"Calhoun, IA",2009,38102,Dollars,0
"Calhoun, IA",2010,39096,Dollars,0
"Calhoun, IA",2011,45513,Dollars,0
"Calhoun, IA",2012,45214,Dollars,0
"Calhoun, IA",2013,48281,Dollars,0
"Calhoun, IA",2014,45161,Dollars,0
"Calhoun, IA",2015,43375,Dollars,0
"Carroll, IA",2010,40558,Dollars,0
"Carroll, IA",2009,37946,Dollars,0
"Carroll, IA",2008,39515,Dollars,0
"Carroll, IA",2007,36125,Dollars,0
"Carroll, IA",2006,34333,Dollars,0
"Carroll, IA",2005,32220,Dollars,0
"Carroll, IA",2004,32419,Dollars,0
"Carroll, IA",2015,48276,Dollars,0
"Carroll, IA",2014,47239,Dollars,0
"Carroll, IA",2013,47438,Dollars,0
"Carroll, IA",2012,45425,Dollars,0
"Carroll, IA",2011,44962,Dollars,0
"Cass, IA",2004,29458,Dollars,0
"Cass, IA",2005,29508,Dollars,0
"Cass, IA",2006,30397,Dollars,0
"Cass, IA",2007,32205,Dollars,0
"Cass, IA",2008,35717,Dollars,0
"Cass, IA",2009,34514,Dollars,0
"Cass, IA",2010,35073,Dollars,0
"Cass, IA",2011,38638,Dollars,0
"Cass, IA",2012,39289,Dollars,0
"Cass, IA",2013,40665,Dollars,0
"Cass, IA",2014,41521,Dollars,0
"Cass, IA",2015,43281,Dollars,0
"Cedar, IA",2004,31628,Dollars,0
"Cedar, IA",2005,31577,Dollars,0
"Cedar, IA",2006,33723,Dollars,0
"Cedar, IA",2007,36393,Dollars,0
"Cedar, IA",2008,39061,Dollars,0
"Cedar, IA",2009,38657,Dollars,0
"Cedar, IA",2010,39373,Dollars,0
"Cedar, IA",2011,44520,Dollars,0
"Cedar, IA",2012,46593,Dollars,0
"Cedar, IA",2013,48644,Dollars,0
"Cedar, IA",2014,48978,Dollars,0
"Cedar, IA",2015,50114,Dollars,0
"Cerro Gordo, IA",2013,45243,Dollars,0
"Cerro Gordo, IA",2014,49276,Dollars,0
"Cerro Gordo, IA",2015,51246,Dollars,0
"Cerro Gordo, IA",2004,33575,Dollars,0
"Cerro Gordo, IA",2005,35209,Dollars,0
"Cerro Gordo, IA",2006,35891,Dollars,0
"Cerro Gordo, IA",2007,37859,Dollars,0
"Cerro Gordo, IA",2008,39955,Dollars,0
"Cerro Gordo, IA",2009,38051,Dollars,0
"Cerro Gordo, IA",2010,38864,Dollars,0
"Cerro Gordo, IA",2011,41265,Dollars,0
"Cerro Gordo, IA",2012,44083,Dollars,0
"Cherokee, IA",2013,48192,Dollars,0
"Cherokee, IA",2014,52452,Dollars,0
"Cherokee, IA",2015,55269,Dollars,0
"Cherokee, IA",2004,32079,Dollars,0
"Cherokee, IA",2005,34437,Dollars,0
"Cherokee, IA",2006,45756,Dollars,0
"Cherokee, IA",2007,51590,Dollars,0
"Cherokee, IA",2008,48333,Dollars,0
"Cherokee, IA",2009,38637,Dollars,0
"Cherokee, IA",2010,38392,Dollars,0
"Cherokee, IA",2011,43818,Dollars,0
"Cherokee, IA",2012,47100,Dollars,0
"Chickasaw, IA",2013,47695,Dollars,0
"Chickasaw, IA",2014,50736,Dollars,0
"Chickasaw, IA",2015,53721,Dollars,0
"Chickasaw, IA",2004,27613,Dollars,0
"Chickasaw, IA",2005,28950,Dollars,0
"Chickasaw, IA",2006,30305,Dollars,0
"Chickasaw, IA",2007,33360,Dollars,0
"Chickasaw, IA",2008,35864,Dollars,0
"Chickasaw, IA",2009,35132,Dollars,0
"Chickasaw, IA",2010,38658,Dollars,0
"Chickasaw, IA",2011,43656,Dollars,0
"Chickasaw, IA",2012,44739,Dollars,0
"Clarke, IA",2013,34490,Dollars,0
"Clarke, IA",2014,35495,Dollars,0
"Clarke, IA",2015,37659,Dollars,0
"Clarke, IA",2004,24424,Dollars,0
"Clarke, IA",2005,26053,Dollars,0
"Clarke, IA",2006,27176,Dollars,0
"Clarke, IA",2007,28884,Dollars,0
"Clarke, IA",2008,31329,Dollars,0
"Clarke, IA",2009,30365,Dollars,0
"Clarke, IA",2010,31129,Dollars,0
"Clarke, IA",2011,32428,Dollars,0
"Clarke, IA",2012,33058,Dollars,0
"Clay, IA",2004,31060,Dollars,0
"Clay, IA",2005,31310,Dollars,0
"Clay, IA",2006,32530,Dollars,0
"Clay, IA",2007,35554,Dollars,0
"Clay, IA",2008,39365,Dollars,0
"Clay, IA",2009,37221,Dollars,0
"Clay, IA",2010,39341,Dollars,0
"Clay, IA",2011,43931,Dollars,0
"Clay, IA",2012,45543,Dollars,0
"Clay, IA",2013,45776,Dollars,0
"Clay, IA",2014,45920,Dollars,0
"Clay, IA",2015,47544,Dollars,0
"Clayton, IA",2013,42511,Dollars,0
"Clayton, IA",2014,44051,Dollars,0
"Clayton, IA",2015,45137,Dollars,0
"Clayton, IA",2004,27967,Dollars,0
"Clayton, IA",2005,28200,Dollars,0
"Clayton, IA",2006,28979,Dollars,0
"Clayton, IA",2007,31605,Dollars,0
"Clayton, IA",2008,33960,Dollars,0
"Clayton, IA",2009,32533,Dollars,0
"Clayton, IA",2010,35338,Dollars,0
"Clayton, IA",2011,40289,Dollars,0
"Clayton, IA",2012,41942,Dollars,0
"Clinton, IA",2011,37683,Dollars,0
"Clinton, IA",2010,35202,Dollars,0
"Clinton, IA",2009,33981,Dollars,0
"Clinton, IA",2008,33873,Dollars,0
"Clinton, IA",2007,32318,Dollars,0
"Clinton, IA",2006,30397,Dollars,0
"Clinton, IA",2005,28799,Dollars,0
"Clinton, IA",2004,28266,Dollars,0
"Clinton, IA",2015,40654,Dollars,0
"Clinton, IA",2014,38834,Dollars,0
"Clinton, IA",2013,38774,Dollars,0
"Clinton, IA",2012,38447,Dollars,0
"Crawford, IA",2004,28038,Dollars,0
"Crawford, IA",2005,29182,Dollars,0
"Crawford, IA",2006,30908,Dollars,0
"Crawford, IA",2007,33650,Dollars,0
"Crawford, IA",2008,38768,Dollars,0
"Crawford, IA",2009,33806,Dollars,0
"Crawford, IA",2010,34877,Dollars,0
"Crawford, IA",2011,39256,Dollars,0
"Crawford, IA",2012,40553,Dollars,0
"Crawford, IA",2013,40715,Dollars,0
"Crawford, IA",2014,38833,Dollars,0
"Crawford, IA",2015,38873,Dollars,0
"Dallas, IA",2009,47270,Dollars,0
"Dallas, IA",2010,49191,Dollars,0
"Dallas, IA",2011,51356,Dollars,0
"Dallas, IA",2012,53459,Dollars,0
"Dallas, IA",2013,55238,Dollars,0
"Dallas, IA",2014,57626,Dollars,0
"Dallas, IA",2015,60565,Dollars,0
"Dallas, IA",2004,35054,Dollars,0
"Dallas, IA",2005,36764,Dollars,0
"Dallas, IA",2006,39339,Dollars,0
"Dallas, IA",2007,43854,Dollars,0
"Dallas, IA",2008,46229,Dollars,0
"Davis, IA",2004,22410,Dollars,0
"Davis, IA",2015,33213,Dollars,0
"Davis, IA",2014,33968,Dollars,0
"Davis, IA",2013,34902,Dollars,0
"Davis, IA",2012,33538,Dollars,0
"Davis, IA",2011,31203,Dollars,0
"Davis, IA",2010,29554,Dollars,0
"Davis, IA",2009,27733,Dollars,0
"Davis, IA",2008,27359,Dollars,0
"Davis, IA",2007,25528,Dollars,0
"Davis, IA",2006,24311,Dollars,0
"Davis, IA",2005,23128,Dollars,0
"Decatur, IA",2004,21449,Dollars,0
"Decatur, IA",2005,21900,Dollars,0
"Decatur, IA",2006,22421,Dollars,0
"Decatur, IA",2007,23267,Dollars,0
"Decatur, IA",2008,25815,Dollars,0
"Decatur, IA",2009,25412,Dollars,0
"Decatur, IA",2010,25518,Dollars,0
"Decatur, IA",2011,28124,Dollars,0
"Decatur, IA",2012,28241,Dollars,0
"Decatur, IA",2013,28667,Dollars,0
"Decatur, IA",2014,29187,Dollars,0
"Decatur, IA",2015,30295,Dollars,0
"Delaware, IA",2004,25912,Dollars,0
"Delaware, IA",2005,26740,Dollars,0
"Delaware, IA",2006,27919,Dollars,0
"Delaware, IA",2007,30119,Dollars,0
"Delaware, IA",2008,31850,Dollars,0
"Delaware, IA",2009,31474,Dollars,0
"Delaware, IA",2010,34123,Dollars,0
"Delaware, IA",2011,39836,Dollars,0
"Delaware, IA",2012,39857,Dollars,0
"Delaware, IA",2013,43788,Dollars,0
"Delaware, IA",2014,43710,Dollars,0
"Delaware, IA",2015,44264,Dollars,0
"Des Moines, IA",2004,28796,Dollars,0
"Des Moines, IA",2005,29460,Dollars,0
"Des Moines, IA",2006,32819,Dollars,0
"Des Moines, IA",2007,35294,Dollars,0
"Des Moines, IA",2008,36988,Dollars,0
"Des Moines, IA",2009,35839,Dollars,0
"Des Moines, IA",2010,35451,Dollars,0
"Des Moines, IA",2011,38352,Dollars,0
"Des Moines, IA",2012,39701,Dollars,0
"Des Moines, IA",2013,41509,Dollars,0
"Des Moines, IA",2014,44909,Dollars,0
"Des Moines, IA",2015,46858,Dollars,0
"Dickinson, IA",2004,36300,Dollars,0
"Dickinson, IA",2005,36499,Dollars,0
"Dickinson, IA",2006,39066,Dollars,0
"Dickinson, IA",2007,41806,Dollars,0
"Dickinson, IA",2008,42465,Dollars,0
"Dickinson, IA",2009,41636,Dollars,0
"Dickinson, IA",2010,43898,Dollars,0
"Dickinson, IA",2011,47078,Dollars,0
"Dickinson, IA",2012,48798,Dollars,0
"Dickinson, IA",2013,50365,Dollars,0
"Dickinson, IA",2014,52007,Dollars,0
"Dickinson, IA",2015,55576,Dollars,0
"Dubuque, IA",2004,28980,Dollars,0
"Dubuque, IA",2005,29910,Dollars,0
"Dubuque, IA",2006,32443,Dollars,0
"Dubuque, IA",2007,35013,Dollars,0
"Dubuque, IA",2008,36497,Dollars,0
"Dubuque, IA",2009,35586,Dollars,0
"Dubuque, IA",2010,36918,Dollars,0
"Dubuque, IA",2011,39085,Dollars,0
"Dubuque, IA",2012,40732,Dollars,0
"Dubuque, IA",2013,40830,Dollars,0
"Dubuque, IA",2014,42250,Dollars,0
"Dubuque, IA",2015,43741,Dollars,0
"Emmet, IA",2004,28672,Dollars,0
"Emmet, IA",2005,27978,Dollars,0
"Emmet, IA",2006,28893,Dollars,0
"Emmet, IA",2007,32060,Dollars,0
"Emmet, IA",2008,34398,Dollars,0
"Emmet, IA",2009,32898,Dollars,0
"Emmet, IA",2010,35409,Dollars,0
"Emmet, IA",2011,38870,Dollars,0
"Emmet, IA",2012,40098,Dollars,0
"Emmet, IA",2013,41667,Dollars,0
"Emmet, IA",2014,40848,Dollars,0
"Emmet, IA",2015,41546,Dollars,0
"Fayette, IA",2013,39184,Dollars,0
"Fayette, IA",2014,39247,Dollars,0
"Fayette, IA",2015,39554,Dollars,0
"Fayette, IA",2004,25110,Dollars,0
"Fayette, IA",2005,25832,Dollars,0
"Fayette, IA",2006,26251,Dollars,0
"Fayette, IA",2007,29204,Dollars,0
"Fayette, IA",2008,31013,Dollars,0
"Fayette, IA",2009,30119,Dollars,0
"Fayette, IA",2010,32644,Dollars,0
"Fayette, IA",2011,37213,Dollars,0
"Fayette, IA",2012,38262,Dollars,0
"Floyd, IA",2004,28009,Dollars,0
"Floyd, IA",2005,28798,Dollars,0
"Floyd, IA",2006,29227,Dollars,0
"Floyd, IA",2007,31539,Dollars,0
"Floyd, IA",2008,34369,Dollars,0
"Floyd, IA",2009,33458,Dollars,0
"Floyd, IA",2010,34728,Dollars,0
"Floyd, IA",2011,37848,Dollars,0
"Floyd, IA",2012,38157,Dollars,0
"Floyd, IA",2013,41560,Dollars,0
"Floyd, IA",2014,40901,Dollars,0
"Floyd, IA",2015,42938,Dollars,0
"Franklin, IA",2010,37626,Dollars,0
"Franklin, IA",2011,46706,Dollars,0
"Franklin, IA",2012,47849,Dollars,0
"Franklin, IA",2013,49867,Dollars,0
"Franklin, IA",2014,48547,Dollars,0
"Franklin, IA",2015,46667,Dollars,0
"Franklin, IA",2004,30747,Dollars,0
"Franklin, IA",2005,30516,Dollars,0
"Franklin, IA",2006,31442,Dollars,0
"Franklin, IA",2007,35281,Dollars,0
"Franklin, IA",2008,36310,Dollars,0
"Franklin, IA",2009,35536,Dollars,0
"Fremont, IA",2009,40712,Dollars,0
"Fremont, IA",2008,38142,Dollars,0
"Fremont, IA",2007,34877,Dollars,0
"Fremont, IA",2006,32971,Dollars,0
"Fremont, IA",2005,32364,Dollars,0
"Fremont, IA",2004,33597,Dollars,0
"Fremont, IA",2015,43355,Dollars,0
"Fremont, IA",2014,42262,Dollars,0
"Fremont, IA",2013,44293,Dollars,0
"Fremont, IA",2012,43961,Dollars,0
"Fremont, IA",2011,39323,Dollars,0
"Fremont, IA",2010,37626,Dollars,0
"Greene, IA",2013,48374,Dollars,0
"Greene, IA",2014,46207,Dollars,0
"Greene, IA",2015,45404,Dollars,0
"Greene, IA",2004,31106,Dollars,0
"Greene, IA",2005,30894,Dollars,0
"Greene, IA",2006,31461,Dollars,0
"Greene, IA",2007,35512,Dollars,0
"Greene, IA",2008,39272,Dollars,0
"Greene, IA",2009,39256,Dollars,0
"Greene, IA",2010,38773,Dollars,0
"Greene, IA",2011,45995,Dollars,0
"Greene, IA",2012,46426,Dollars,0
"Grundy, IA",2004,33223,Dollars,0
"Grundy, IA",2005,33572,Dollars,0
"Grundy, IA",2006,34670,Dollars,0
"Grundy, IA",2007,37957,Dollars,0
"Grundy, IA",2008,42509,Dollars,0
"Grundy, IA",2009,41586,Dollars,0
"Grundy, IA",2010,42092,Dollars,0
"Grundy, IA",2011,46593,Dollars,0
"Grundy, IA",2012,49334,Dollars,0
"Grundy, IA",2013,49219,Dollars,0
"Grundy, IA",2014,47435,Dollars,0
"Grundy, IA",2015,48109,Dollars,0
"Guthrie, IA",2004,33204,Dollars,0
"Guthrie, IA",2005,34182,Dollars,0
"Guthrie, IA",2006,37538,Dollars,0
"Guthrie, IA",2007,39084,Dollars,0
"Guthrie, IA",2008,43659,Dollars,0
"Guthrie, IA",2009,38854,Dollars,0
"Guthrie, IA",2010,38832,Dollars,0
"Guthrie, IA",2011,44365,Dollars,0
"Guthrie, IA",2012,43540,Dollars,0
"Guthrie, IA",2013,48210,Dollars,0
"Guthrie, IA",2014,47021,Dollars,0
"Guthrie, IA",2015,49299,Dollars,0
"Hamilton, IA",2013,49918,Dollars,0
"Hamilton, IA",2014,52485,Dollars,0
"Hamilton, IA",2015,50282,Dollars,0
"Hamilton, IA",2004,31559,Dollars,0
"Hamilton, IA",2005,32347,Dollars,0
"Hamilton, IA",2006,38848,Dollars,0
"Hamilton, IA",2007,41834,Dollars,0
"Hamilton, IA",2008,42612,Dollars,0
"Hamilton, IA",2009,37277,Dollars,0
"Hamilton, IA",2010,39059,Dollars,0
"Hamilton, IA",2011,45476,Dollars,0
"Hamilton, IA",2012,44033,Dollars,0
"Hancock, IA",2009,36500,Dollars,0
"Hancock, IA",2010,38546,Dollars,0
"Hancock, IA",2011,44293,Dollars,0
"Hancock, IA",2012,46968,Dollars,0
"Hancock, IA",2013,49763,Dollars,0
"Hancock, IA",2014,49454,Dollars,0
"Hancock, IA",2015,48517,Dollars,0
"Hancock, IA",2004,32662,Dollars,0
"Hancock, IA",2005,32071,Dollars,0
"Hancock, IA",2006,33005,Dollars,0
"Hancock, IA",2007,36445,Dollars,0
"Hancock, IA",2008,39173,Dollars,0
"Hardin, IA",2004,31594,Dollars,0
"Hardin, IA",2005,32448,Dollars,0
"Hardin, IA",2006,34038,Dollars,0
"Hardin, IA",2007,39591,Dollars,0
"Hardin, IA",2008,40908,Dollars,0
"Hardin, IA",2009,37538,Dollars,0
"Hardin, IA",2010,39422,Dollars,0
"Hardin, IA",2011,46044,Dollars,0
"Hardin, IA",2012,48017,Dollars,0
"Hardin, IA",2013,48647,Dollars,0
"Hardin, IA",2014,47866,Dollars,0
"Hardin, IA",2015,46821,Dollars,0
"Harrison, IA",2004,30549,Dollars,0
"Harrison, IA",2005,30174,Dollars,0
"Harrison, IA",2006,31115,Dollars,0
"Harrison, IA",2007,33806,Dollars,0
"Harrison, IA",2008,37724,Dollars,0
"Harrison, IA",2009,37070,Dollars,0
"Harrison, IA",2010,35733,Dollars,0
"Harrison, IA",2011,39187,Dollars,0
"Harrison, IA",2012,40213,Dollars,0
"Harrison, IA",2013,40383,Dollars,0
"Harrison, IA",2014,38518,Dollars,0
"Harrison, IA",2015,41392,Dollars,0
"Henry, IA",2009,31649,Dollars,0
"Henry, IA",2010,31913,Dollars,0
"Henry, IA",2011,33762,Dollars,0
"Henry, IA",2012,37064,Dollars,0
"Henry, IA",2013,37082,Dollars,0
"Henry, IA",2014,37291,Dollars,0
"Henry, IA",2015,38171,Dollars,0
"Henry, IA",2004,27918,Dollars,0
"Henry, IA",2005,28153,Dollars,0
"Henry, IA",2006,29581,Dollars,0
"Henry, IA",2007,31407,Dollars,0
"Henry, IA",2008,33134,Dollars,0
"Howard, IA",2004,28582,Dollars,0
"Howard, IA",2005,30035,Dollars,0
"Howard, IA",2006,29974,Dollars,0
"Howard, IA",2007,33414,Dollars,0
"Howard, IA",2008,34706,Dollars,0
"Howard, IA",2009,32936,Dollars,0
"Howard, IA",2010,36988,Dollars,0
"Howard, IA",2011,41946,Dollars,0
"Howard, IA",2012,43881,Dollars,0
"Howard, IA",2013,47831,Dollars,0
"Howard, IA",2014,44555,Dollars,0
"Howard, IA",2015,44940,Dollars,0
"Humboldt, IA",2004,30965,Dollars,0
"Humboldt, IA",2005,30926,Dollars,0
"Humboldt, IA",2006,30926,Dollars,0
"Humboldt, IA",2007,33677,Dollars,0
"Humboldt, IA",2008,36711,Dollars,0
"Humboldt, IA",2009,36069,Dollars,0
"Humboldt, IA",2010,35797,Dollars,0
"Humboldt, IA",2011,43511,Dollars,0
"Humboldt, IA",2012,43831,Dollars,0
"Humboldt, IA",2013,46281,Dollars,0
"Humboldt, IA",2014,45123,Dollars,0
"Humboldt, IA",2015,46257,Dollars,0
"Ida, IA",2004,33737,Dollars,0
"Ida, IA",2005,33853,Dollars,0
"Ida, IA",2006,35144,Dollars,0
"Ida, IA",2007,39917,Dollars,0
"Ida, IA",2008,44286,Dollars,0
"Ida, IA",2009,39205,Dollars,0
"Ida, IA",2010,40367,Dollars,0
"Ida, IA",2011,44736,Dollars,0
"Ida, IA",2012,45443,Dollars,0
"Ida, IA",2013,43366,Dollars,0
"Ida, IA",2014,42790,Dollars,0
"Ida, IA",2015,44731,Dollars,0
"Iowa, IA",2004,34114,Dollars,0
"Iowa, IA",2005,33446,Dollars,0
"Iowa, IA",2006,35117,Dollars,0
"Iowa, IA",2007,37018,Dollars,0
"Iowa, IA",2008,40562,Dollars,0
"Iowa, IA",2009,39021,Dollars,0
"Iowa, IA",2010,39299,Dollars,0
"Iowa, IA",2011,43118,Dollars,0
"Iowa, IA",2012,46713,Dollars,0
"Iowa, IA",2013,47773,Dollars,0
"Iowa, IA",2014,47751,Dollars,0
"Iowa, IA",2015,47631,Dollars,0
"Jackson, IA",2004,26843,Dollars,0
"Jackson, IA",2005,27250,Dollars,0
"Jackson, IA",2006,28697,Dollars,0
"Jackson, IA",2007,30733,Dollars,0
"Jackson, IA",2008,32810,Dollars,0
"Jackson, IA",2009,32296,Dollars,0
"Jackson, IA",2010,34138,Dollars,0
"Jackson, IA",2011,37277,Dollars,0
"Jackson, IA",2012,37957,Dollars,0
"Jackson, IA",2013,37485,Dollars,0
"Jackson, IA",2014,38550,Dollars,0
"Jackson, IA",2015,40807,Dollars,0
"Jasper, IA",2004,29899,Dollars,0
"Jasper, IA",2005,29651,Dollars,0
"Jasper, IA",2006,31057,Dollars,0
"Jasper, IA",2007,33160,Dollars,0
"Jasper, IA",2008,34624,Dollars,0
"Jasper, IA",2009,33726,Dollars,0
"Jasper, IA",2010,33596,Dollars,0
"Jasper, IA",2011,36759,Dollars,0
"Jasper, IA",2012,37546,Dollars,0
"Jasper, IA",2013,38343,Dollars,0
"Jasper, IA",2014,38377,Dollars,0
"Jasper, IA",2015,38152,Dollars,0
"Jefferson, IA",2004,28261,Dollars,0
"Jefferson, IA",2005,29123,Dollars,0
"Jefferson, IA",2006,31453,Dollars,0
"Jefferson, IA",2007,32856,Dollars,0
"Jefferson, IA",2008,34351,Dollars,0
"Jefferson, IA",2009,31701,Dollars,0
"Jefferson, IA",2010,32384,Dollars,0
"Jefferson, IA",2011,34581,Dollars,0
"Jefferson, IA",2012,36734,Dollars,0
"Jefferson, IA",2013,36570,Dollars,0
"Jefferson, IA",2014,38519,Dollars,0
"Jefferson, IA",2015,39916,Dollars,0
"Johnson, IA",2004,34128,Dollars,0
"Johnson, IA",2005,34639,Dollars,0
"Johnson, IA",2006,36484,Dollars,0
"Johnson, IA",2007,38484,Dollars,0
"Johnson, IA",2008,40494,Dollars,0
"Johnson, IA",2009,39997,Dollars,0
"Johnson, IA",2010,40435,Dollars,0
"Johnson, IA",2011,43116,Dollars,0
"Johnson, IA",2012,44409,Dollars,0
"Johnson, IA",2013,44832,Dollars,0
"Johnson, IA",2014,46615,Dollars,0
"Johnson, IA",2015,47611,Dollars,0
"Jones, IA",2004,25733,Dollars,0
"Jones, IA",2005,26270,Dollars,0
"Jones, IA",2006,28189,Dollars,0
"Jones, IA",2007,30622,Dollars,0
"Jones, IA",2008,33030,Dollars,0
"Jones, IA",2009,33167,Dollars,0
"Jones, IA",2010,34228,Dollars,0
"Jones, IA",2011,36472,Dollars,0
"Jones, IA",2012,37535,Dollars,0
"Jones, IA",2013,38357,Dollars,0
"Jones, IA",2014,38107,Dollars,0
"Jones, IA",2015,40646,Dollars,0
"Keokuk, IA",2004,28457,Dollars,0
"Keokuk, IA",2005,27642,Dollars,0
"Keokuk, IA",2006,28728,Dollars,0
"Keokuk, IA",2007,30936,Dollars,0
"Keokuk, IA",2008,34196,Dollars,0
"Keokuk, IA",2009,34015,Dollars,0
"Keokuk, IA",2010,33845,Dollars,0
"Keokuk, IA",2011,38812,Dollars,0
"Keokuk, IA",2012,40951,Dollars,0
"Keokuk, IA",2013,42660,Dollars,0
"Keokuk, IA",2014,41734,Dollars,0
"Keokuk, IA",2015,40410,Dollars,0
"Kossuth, IA",2013,52249,Dollars,0
"Kossuth, IA",2014,49624,Dollars,0
"Kossuth, IA",2015,49771,Dollars,0
"Kossuth, IA",2004,30825,Dollars,0
"Kossuth, IA",2005,31946,Dollars,0
"Kossuth, IA",2006,33062,Dollars,0
"Kossuth, IA",2007,36809,Dollars,0
"Kossuth, IA",2008,40504,Dollars,0
"Kossuth, IA",2009,38979,Dollars,0
"Kossuth, IA",2010,41007,Dollars,0
"Kossuth, IA",2011,47638,Dollars,0
"Kossuth, IA",2012,49373,Dollars,0
"Lee, IA",2004,27047,Dollars,0
"Lee, IA",2005,27136,Dollars,0
"Lee, IA",2006,28203,Dollars,0
"Lee, IA",2007,30063,Dollars,0
"Lee, IA",2008,32419,Dollars,0
"Lee, IA",2009,31411,Dollars,0
"Lee, IA",2010,31449,Dollars,0
"Lee, IA",2011,33257,Dollars,0
"Lee, IA",2012,34577,Dollars,0
"Lee, IA",2013,34896,Dollars,0
"Lee, IA",2014,36767,Dollars,0
"Lee, IA",2015,38816,Dollars,0
"Linn, IA",2004,34238,Dollars,0
"Linn, IA",2005,35285,Dollars,0
"Linn, IA",2006,36925,Dollars,0
"Linn, IA",2007,39044,Dollars,0
"Linn, IA",2008,41115,Dollars,0
"Linn, IA",2009,40513,Dollars,0
"Linn, IA",2010,41820,Dollars,0
"Linn, IA",2011,43345,Dollars,0
"Linn, IA",2012,45344,Dollars,0
"Linn, IA",2013,44997,Dollars,0
"Linn, IA",2014,46897,Dollars,0
"Linn, IA",2015,48341,Dollars,0
"Louisa, IA",2013,37273,Dollars,0
"Louisa, IA",2014,37246,Dollars,0
"Louisa, IA",2015,37658,Dollars,0
"Louisa, IA",2004,27013,Dollars,0
"Louisa, IA",2005,27440,Dollars,0
"Louisa, IA",2006,27824,Dollars,0
"Louisa, IA",2007,29024,Dollars,0
"Louisa, IA",2008,30893,Dollars,0
"Louisa, IA",2009,30284,Dollars,0
"Louisa, IA",2010,31357,Dollars,0
"Louisa, IA",2011,34207,Dollars,0
"Louisa, IA",2012,37024,Dollars,0
"Lucas, IA",2004,25408,Dollars,0
"Lucas, IA",2005,25921,Dollars,0
"Lucas, IA",2006,27251,Dollars,0
"Lucas, IA",2007,28491,Dollars,0
"Lucas, IA",2008,31072,Dollars,0
"Lucas, IA",2009,31823,Dollars,0
"Lucas, IA",2010,32104,Dollars,0
"Lucas, IA",2011,33662,Dollars,0
"Lucas, IA",2012,34712,Dollars,0
"Lucas, IA",2013,35479,Dollars,0
"Lucas, IA",2014,36642,Dollars,0
"Lucas, IA",2015,36589,Dollars,0
"Lyon, IA",2013,54764,Dollars,0
"Lyon, IA",2012,51213,Dollars,0
"Lyon, IA",2011,47865,Dollars,0
"Lyon, IA",2010,39484,Dollars,0
"Lyon, IA",2009,34551,Dollars,0
"Lyon, IA",2008,38232,Dollars,0
"Lyon, IA",2007,33711,Dollars,0
"Lyon, IA",2006,31840,Dollars,0
"Lyon, IA",2005,30560,Dollars,0
"Lyon, IA",2004,29636,Dollars,0
